/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207386.png,207386.png,Yellow,True,611,615,352,359
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207386.png,207386.png,Yellow,False,634,638,342,351
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207386.png,207386.png,Yellow,False,650,655,350,361
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207390.png,207390.png,RedLeft,True,612,615,355,360
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207390.png,207390.png,Red,False,632,636,346,355
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207390.png,207390.png,Red,False,649,653,354,365
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207458.png,207458.png,RedLeft,False,609,613,354,365
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207458.png,207458.png,Red,False,633,638,343,354
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207458.png,207458.png,Red,False,653,656,355,364
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207464.png,207464.png,Red,False,633,640,344,356
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207464.png,207464.png,RedLeft,True,610,615,356,365
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207464.png,207464.png,Red,False,652,659,354,366
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207468.png,207468.png,RedLeft,False,612,616,352,361
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207468.png,207468.png,Red,False,633,639,340,350
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207468.png,207468.png,Red,False,655,660,352,361
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207484.png,207484.png,RedLeft,True,612,618,352,361
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207484.png,207484.png,Red,False,637,642,340,349
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207484.png,207484.png,Red,False,657,663,351,363
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207512.png,207512.png,RedLeft,True,616,623,346,357
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207512.png,207512.png,Red,False,642,649,333,346
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207512.png,207512.png,Red,False,663,668,344,356
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207542.png,207542.png,RedLeft,True,624,629,356,366
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207542.png,207542.png,Red,False,649,657,343,354
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207542.png,207542.png,Red,False,675,679,356,366
/content/gdrive/My Drive/AI/dataset_train_rgb/rgb/train/2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207544.png,207544.png,RedLeft,False,625,630,358,367
